	contribution	tag	corpus	question	count
1574	1-6241	Loi de la République avant celles de la religion	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	2
1575	1-6241	Même traitement pour toutes les religions	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	1
1576	1-6241	Redonner un aspect privé à la religion	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	2
1577	1-6241	Séparation stricte Etat-religions	Je demande une interdiction pour les représentants de l'état de rencontrer ou de faire du lobbying auprès des représentants de culte religieux en particulier en période électorale. Ensuite que les lois françaises ne fassent référence à aucune religion en particulier ou d'utiliser une appellation qui la mette en lumière mais qu'elles établissent seulement les principes qui régissent le droit qui régit la question religieuse. Elle doit caractériser simplement ce qui fait la gravité des faits. Par ailleurs il me semble judicieux que les religions ne soient plus l'objet de débat politique mais simplement qu'on rappelle la loi en faisant en sorte qu'elle s'attache à redéfinir la responsabilité de l'individu dans l'exercice de sa religion et de ceux qui prennent pour cible le droit à exercer une religion de manière à clore tous les débats. Enfin, il est indispensable que l'Etat français lorsqu'il est accusé sur des questions de religion rappelle sans ambiguïté qu'il agit sans prendre en compte le caractère religieux et qu'il protège sa population en fonction de la gravité des actes et non du caractère religieux (c'est vrai autant pour les crimes à connotation religieuses que pour les attentats). C'est une question sine que non pour que les organisations religieuses n'aient plus d'emprise sur l'Etat, que chacun se sente traité sur un pied d'égalité et que les communautés de se réinventent pas des droits tacites en jouant de leur poids sur la classe qui doit se faire élire.	127	4
1578	1-6243	Redonner un aspect privé à la religion	Religion c’est personnel	127	3
1579	1-6246	Y Rien	Rien	127	3
1580	1-6309	Y Rien	rien	127	3
1581	1-6316	Y Rien	Pas d’avis, je me trompe peut être mais je n’ai pas le sentiment qu’il y ait un si grand problème de laïcité dans notre pays malgré l’image que l’on en donne dans les médias.	127	3
1582	1-6334	Application loi 1905	Respect de la loi de 1905	127	3
1583	1-6348	Y Rien	-	127	1
1584	1-6368	Application loi 1905	La loi de 1905 est bien claire là dessus, séparation de l'Eglise et de l'Etat	127	6
1585	1-6368	Loi de la République avant celles de la religion	La loi de 1905 est bien claire là dessus, séparation de l'Eglise et de l'Etat	127	1
1586	1-6368	Séparation stricte Etat-religions	La loi de 1905 est bien claire là dessus, séparation de l'Eglise et de l'Etat	127	3
1587	1-6371	Y Rien	je ne sais pas.	127	1
1588	1-6383	Y Rien	Rien	127	3
1589	1-6404	Application loi 1905	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	2
1590	1-6404	Condamnation des atteintes à la laïcité	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	1
1591	1-6404	Garantir la liberté de culte	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	1
1592	1-6404	Même traitement pour toutes les religions	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	3
1593	1-6404	Pas d'imposition des valeurs	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	1
1594	1-6404	Plus de tolérance	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	2
1595	1-6404	Y Rien	Rien, c'est très respecté en France. Lutter contre la discrimination religieuse (la condamner sévèrement) mais dans ce qui est financement des cultes ou visibilité des cultes dans l'espace public, la situation est bonne.	127	2
1596	1-6409	Y Rien	Rien	127	3
1597	1-6411	Y Rien	rien	127	3
